Transaction_ID,Sender_account,Receiver_account,Amount,Sender_bank_location,Receiver_bank_location,Device_MAC,Timestamp,Is_fraud
656a39c5-ede,7be0f8d7,be05b5b7,2305.538391,USA,Pakistan,54:46:dd:6a:f7:fd,1/3/2025 14:34,0
d8a4e734-4e7,8d752782,5dc3e6da,3905.752651,Canada,Canada,b7:20:74:83:e0:9d,3/10/2025 13:04,0
d60039ab-5db,15e3b453,134a435d,964.9136026,North Korea,Pakistan,f7:a2:a2:da:30:f0,2/3/2025 11:21,0
ebd9ffc0-11c,ff43808b,de6cf9aa,2871.258284,UAE,UK,45:5b:b5:c4:01:6d,3/10/2025 5:49,0
90a49caa-cf5,9f2f7f9e,30730784,3381.979213,Pakistan,USA,27:ee:b1:85:bd:9d,1/30/2025 9:26,0
c3a6752e-82a,9c79e1db,de48e048,144.5267246,North Korea,Canada,53:f4:96:be:6a:1f,2/28/2025 15:30,0
e4e124ea-304,8caf5d2f,ba7998b6,3629.67008,Russia,Canada,31:88:64:7c:1b:90,1/25/2025 18:55,0
e9550949-f04,2caa2ffb,734a0ff9,2932.900674,USA,Nigeria,86:bf:ad:90:ad:a9,2/1/2025 19:17,0
820887f3-57e,07e1f478,ff191406,3606.305044,USA,Canada,a3:8f:a1:70:97:69,1/26/2025 20:56,0
fbceeae7-49b,242c4f57,e3d4d10d,2334.689418,Pakistan,UK,1d:87:b1:8f:a9:2c,2/13/2025 7:07,0
e2ccec72-324,f937f09c,374d8d85,2617.486084,Germany,USA,09:25:80:c7:60:14,2/7/2025 10:03,0
0943907a-51a,a5783e71,2a347526,3750.324744,UK,Nigeria,45:58:7c:bd:93:f0,3/11/2025 11:27,0
a4ad520d-12f,8c6ada3d,b856b268,4191.97372,UK,UK,bb:b5:4a:31:89:aa,3/7/2025 1:28,0
d5dbe42a-0d8,3d043a0f,776b563b,52.16083128,Germany,Germany,dd:93:f6:8f:84:f3,2/14/2025 20:33,0
1f0b84ec-8d3,3d3607f4,e5a1fbe2,973.9541119,Germany,UK,d8:ff:c9:88:d6:9d,2/21/2025 19:05,0
c5bff11d-820,5af32b3e,180722ee,3125.463565,USA,Nigeria,4f:73:6f:4d:be:28,2/17/2025 16:55,0
802954c0-98a,d9a0f045,3c54c558,370.8333089,UK,Nigeria,c2:ed:d2:c8:da:64,1/1/2025 8:30,0
cc6196c0-518,00e62242,0cda7e05,2490.583158,UAE,Nigeria,2a:76:aa:99:48:3a,1/20/2025 7:28,0
76ce5192-caf,7b5a014c,8f653c88,2732.533766,USA,Canada,fe:7c:49:58:00:1a,3/7/2025 7:00,0
d64a8fb5-267,c5d890c9,c3bb6635,974.6743191,Canada,UK,40:5a:8d:27:b8:48,2/28/2025 1:19,0
9dc71abf-f1c,3747c5cf,c4dd3a84,310.724071,North Korea,USA,d3:ed:9d:d7:e6:c6,1/7/2025 18:01,0
2f68159a-623,b7909862,15f77405,2253.602248,USA,USA,9c:8a:f1:bf:2f:72,3/15/2025 2:47,0
d95f0707-c8f,9ea7a9e5,83e8f8f1,1662.946853,Australia,Germany,ca:bf:96:ed:0b:d3,2/19/2025 3:25,0
0c781a4c-31f,c804f657,a148287b,4738.627069,Canada,Germany,b9:f8:59:02:66:0d,2/2/2025 9:33,0
d958fe36-a47,ecf1ea47,d2a12939,1518.434647,UK,North Korea,2b:61:b3:c7:e2:55,3/19/2025 8:58,0
dceb10f6-e66,c86cf03b,9e1d4b6b,1892.817068,Canada,North Korea,8c:05:39:09:93:99,1/19/2025 6:50,0
7c3b0667-a65,b847f8c4,c84e1f9c,4402.241775,Germany,Australia,35:b8:c3:db:51:6f,3/21/2025 14:13,0
ea55e743-872,dda4db52,0e43174e,2905.147545,Pakistan,Germany,40:62:a6:dd:ef:86,3/2/2025 23:52,0
8f2967ae-4d5,ecd6f81d,46f0b0f9,2973.979551,USA,USA,ba:84:3b:7f:70:1c,3/19/2025 13:37,0
f5aef05f-e9f,2959c18e,4884e38b,1121.533112,Russia,Nigeria,a5:15:41:aa:30:29,2/7/2025 7:16,0
6c892ba5-419,cdee06c8,0998b987,1398.260603,UK,UK,51:32:16:6f:7b:f7,1/16/2025 18:33,0
8f8320ba-050,cd78d3e7,f0f75c0d,441.4031611,Pakistan,USA,51:36:47:2b:d4:1e,3/17/2025 19:45,0
4f5c04af-c32,a199baf2,cf7d53cd,4548.564304,Canada,North Korea,5e:86:12:58:3a:7f,3/10/2025 2:31,0
b522e02c-be8,f30e7ebe,7b6a38a1,4888.036148,Germany,Russia,d8:ac:be:c3:4a:85,1/7/2025 21:21,0
7d257dff-4ec,d915f3a9,b1ab304b,12751.18994,Russia,Pakistan,16:d5:4f:6b:73:09,3/14/2025 22:07,1
5f11b5ce-2a5,bb9fcfc7,435760bc,16772.9265,Pakistan,North Korea,a0:97:b3:5e:39:f5,2/14/2025 18:46,1
bffd534b-b06,6f7117c8,be9cdaf1,3063.360192,Canada,Pakistan,29:5b:0c:bd:c3:5e,2/26/2025 18:06,0
57fbc316-af5,eb954ce8,7e25f5be,2035.406712,UK,Pakistan,68:3e:af:fe:b9:63,1/10/2025 8:11,0
f55e7e03-192,00e5b9c8,0f98deac,2004.96936,Russia,USA,a2:80:21:b7:6d:01,1/31/2025 14:02,0
fcb1693e-2ea,04fb15c4,a2b552de,3639.06328,UAE,Australia,c1:c1:aa:0d:a6:0a,1/5/2025 21:03,0
f45f48a0-a41,b1afde32,ae64d1b5,50.14036127,Canada,Australia,8c:cc:cb:cc:87:f3,1/12/2025 15:57,0
bbcc1fc7-377,30730784,12e9ea00,4682.211134,Pakistan,North Korea,ea:5f:7f:90:6b:22,1/27/2025 23:17,0
65685119-d22,8.55E+07,96472467,1947.041319,UK,UK,a3:3e:32:d3:0d:41,1/31/2025 2:27,0
56249dd2-211,e87a0b36,a0459f77,359.3335786,UK,Canada,6a:62:71:f8:cb:7c,3/14/2025 0:06,0
a3c8e4a2-1d8,0a90d870,27cb5de1,4621.87842,Australia,USA,66:d1:4c:b0:22:8a,2/23/2025 17:53,0
c1580828-d71,265be72e,da22dba0,1928.192814,UK,USA,02:c8:38:55:0a:ab,1/18/2025 18:46,0
3059989c-c33,7a0388af,17178ecc,3313.756832,Nigeria,Pakistan,c4:d4:d8:af:c1:3a,1/19/2025 5:28,0
a910ea07-56a,985e5db0,ea00f5f0,2032.180092,Canada,UAE,47:b2:9f:c6:67:79,3/1/2025 1:22,0
d231106a-2d6,debdb36a,ecb6d759,3189.393944,North Korea,UK,df:9d:ae:c2:3c:e2,3/9/2025 14:12,0
937402fe-1c0,6d0ad2da,98d474a8,3166.991519,UAE,Nigeria,c6:e4:76:1b:cc:73,3/13/2025 2:40,0
08322d7b-81f,554006db,c2fc2f30,225.7177186,USA,Germany,19:6d:c4:e2:e6:b6,1/8/2025 14:25,0
7d12c5d5-fc1,e0052637,0ed6020f,2967.790208,UK,UK,5e:7d:30:50:14:d2,1/27/2025 7:37,0
9894947c-e9b,adc56d93,1b5b4904,4022.800246,Canada,Pakistan,b2:35:43:de:a1:a3,1/22/2025 11:13,0
1d6cbe95-a7a,e8571c7e,a6520e21,1961.431221,UK,North Korea,03:d6:16:9c:65:c0,2/26/2025 8:46,0
18403d4a-4be,62716532,20fee7a8,198.9778425,Canada,Canada,e2:1e:7c:ac:4c:9d,1/29/2025 10:49,0
973ddd11-fd2,7b0a3574,968ee53f,4960.12531,Nigeria,Canada,44:ad:14:ef:87:a7,2/25/2025 12:27,0
bbfb61b6-029,392ccfa7,ec688f67,4478.777233,Russia,North Korea,8a:e7:cf:c5:94:b4,2/8/2025 6:06,0
c27986bf-9c4,3ae90b29,fb664d19,3353.683928,Nigeria,USA,c7:c3:e2:1b:0d:e7,3/5/2025 23:40,0
2aed6303-34f,71480bf5,4d441d7f,3627.91611,Canada,Nigeria,60:7e:9f:91:68:5c,2/4/2025 3:22,0
0da3e6c4-86d,5054b9ef,9137dfd3,486.2669504,UK,Nigeria,07:2b:65:45:7e:19,2/12/2025 14:20,0
d40e7b00-391,d4f72ac1,f8ebab0c,596.8092221,USA,USA,c7:ee:f4:1a:14:90,1/6/2025 7:03,0
806a5ab4-816,3810c3d5,eeda6808,2134.67874,UK,USA,46:a6:6c:57:16:e7,2/16/2025 0:01,0
877bc2ff-d16,9295d87c,f1f2db9d,2277.55521,Canada,Canada,6d:9d:ea:17:72:c3,1/9/2025 15:23,0
46bc3c1f-e10,b7aba0b2,e1ac771b,774.2578881,Nigeria,Canada,02:df:30:78:b6:02,1/16/2025 6:53,0
1ad1b6bc-272,34b3630e,2c314614,3571.556973,North Korea,Australia,b4:17:7d:b8:39:39,2/10/2025 19:08,0
95457da8-7e3,13a967a8,9a9712ad,1376.256718,Russia,UK,53:98:03:38:c6:29,3/20/2025 19:40,0
1d3c090f-c88,ccaed878,610d0961,1951.399652,UK,Pakistan,26:51:55:37:eb:5c,2/20/2025 14:20,0
496065fd-a7c,1c3be1d8,7f98524d,343.1877021,Russia,USA,21:ec:45:45:4b:4b,2/20/2025 12:40,0
6ae08d26-163,985e5db0,f1900218,3031.439685,USA,Canada,a0:e4:ea:67:9f:df,3/11/2025 6:50,0
8e454bcb-383,9f294ab0,39a99829,533.1712386,Germany,Pakistan,35:db:de:86:ed:b9,1/3/2025 3:33,0
38dcef7a-ae7,c988805c,3655933d,2530.812822,USA,Canada,89:99:6b:c0:24:08,2/1/2025 12:06,0
d07b22ea-5d8,12203200,526b5845,540.1831759,UK,North Korea,d3:a8:23:ce:c8:86,3/5/2025 5:45,0
3248f4d0-9c1,2b0d63dd,dc64bb34,3827.271143,UK,USA,f6:9b:7c:22:57:ca,1/11/2025 2:16,0
2af2a638-512,2961fac3,27414d84,2571.377159,Russia,Nigeria,c9:bc:13:ad:73:bb,3/9/2025 6:58,0
a22a7429-5e1,d3fcf8f8,bae1ba3c,2995.361278,Russia,Canada,e8:1c:c6:02:bd:8a,2/3/2025 6:41,0
fc5e3a7c-2f7,fe7fc355,0b8b775b,4923.36631,Canada,Nigeria,b9:44:dd:27:ea:89,3/2/2025 12:15,0
9146d478-61f,954adae8,2493ddf2,4714.586225,Germany,Canada,25:b6:7d:2e:71:05,3/3/2025 13:14,0
c229ee20-596,d9a0f045,1b26e44c,2184.282175,UK,Canada,92:3a:bd:fb:3a:c2,2/27/2025 10:44,0
62483b81-0ff,b59e9716,3989e53b,1542.419929,USA,Pakistan,42:a5:6b:c6:f2:00,2/14/2025 19:34,0
f78a5e7d-00c,f7388f28,c1bc223a,1241.414853,USA,USA,17:3d:ec:05:62:d7,3/9/2025 23:22,0
883cdcbe-465,4dc9b1e6,c118df2c,2171.525652,UAE,UK,58:41:78:d8:8f:6e,2/13/2025 2:22,0
7ddba41d-e69,05b2d27f,604ecc80,1238.491254,Canada,Canada,28:20:15:88:0e:40,1/31/2025 13:43,0
58669e31-aa0,e088866e,234d0c0a,413.0632427,Australia,Canada,fc:e5:a4:50:23:0b,2/11/2025 17:56,0
ea0adb00-2bf,aa2ab05f,3e909fe2,1029.369328,Canada,Pakistan,d9:f7:3a:e5:09:11,1/21/2025 6:22,0
95c0511d-243,579e1606,7122554f,3672.505359,Nigeria,Nigeria,b9:0e:6c:40:55:71,3/20/2025 9:13,0
9dee2910-bcd,e60c4a68,45e3f9f7,4463.873413,USA,North Korea,f9:98:cb:c1:e1:64,1/26/2025 16:00,0
b112e180-fa3,0730abee,63dc36ea,18691.29782,UAE,Russia,6b:0b:e8:41:95:77,1/21/2025 18:34,1
cb1fd46d-dd0,15f77405,e63435f8,1850.741088,UK,UK,2e:29:9b:d8:28:e3,1/29/2025 20:39,0
6cdee8b9-f5c,79abce1f,c3f33ab7,1597.967968,USA,UK,f3:0c:0a:84:33:6f,2/7/2025 15:09,0
a0b386dd-c2f,e5e020ca,2a55885b,637.6310829,Canada,Russia,21:f2:5b:bb:05:d1,3/13/2025 16:25,0
9b4618b4-797,dfb401a8,42837448,2954.732014,North Korea,USA,0c:97:e8:b1:1c:32,3/4/2025 13:43,0
e73ef2df-273,3c8ea7b9,7ba6a6a8,1134.351594,USA,Nigeria,11:f9:d2:2f:61:4b,2/14/2025 0:17,0
1381b0d9-a1c,54038fad,c0719a60,1827.180745,Nigeria,UK,4d:fb:4f:a1:30:6f,1/15/2025 11:17,0
4e1516e7-24b,88a8f97f,05ae2524,2829.213926,UK,UK,e5:5c:42:17:fb:91,2/20/2025 3:42,0
10ec9f0f-a7a,b868e0d7,692bac65,1528.332483,Canada,Canada,59:3f:a6:90:3e:9c,2/16/2025 11:08,0
3b7d75ae-d69,3f48551d,af3043ae,3187.174019,Australia,Nigeria,a9:60:d0:f1:7e:04,1/9/2025 0:10,0
3de4fb0e-e6d,26ed9ee8,236a7d7a,3751.557493,UK,USA,c8:8e:f3:f3:2e:07,1/23/2025 12:53,0
cb2aecbb-133,c448f781,7df550ca,2500.307736,USA,UK,2b:60:e3:c6:c9:2b,1/3/2025 0:51,0
f970821e-f37,a579736e,eec0f5bb,4461.58201,UK,USA,62:9d:c9:db:8e:c3,1/11/2025 23:56,0
6badb59d-1a9,2959c18e,79c99eae,1456.420309,USA,Germany,0b:96:d0:1c:6d:f8,2/1/2025 11:58,0
4a4e50e2-ddc,0ea317fe,7779f231,3096.149086,UK,Nigeria,aa:35:63:d1:1f:ca,3/10/2025 10:00,0
1ab41794-6ff,66a8af89,fe04ca01,1470.274556,Nigeria,Canada,ff:6b:9b:b0:b0:b1,3/20/2025 17:50,0
25e10fe9-214,3dcbf433,7621cee8,2560.731552,UK,Canada,60:72:db:54:34:c2,3/10/2025 23:36,0
8e7639c5-1bf,14002d56,6c66b787,3675.857616,UAE,Nigeria,1f:bf:e3:45:bd:7c,3/3/2025 18:08,0
f9e45130-d99,c76bbdf3,e3dc96b6,4101.152272,USA,USA,c9:11:fc:46:fb:1f,2/23/2025 6:45,0
38464499-fbd,8738fe08,d31cd96c,3051.131711,Nigeria,Canada,3d:cb:7d:d2:07:43,2/27/2025 15:14,0
eb3e43ea-85f,5299a448,513dc1a8,1356.77644,Canada,Germany,87:59:99:02:82:5f,1/21/2025 1:30,0
67c9ad31-5d0,f8659a4f,f0d20a63,128.7207447,Canada,UK,aa:10:14:7b:3a:76,1/3/2025 13:28,0
96d2a9f3-880,bdfdde5b,82e0a5cc,4748.299701,Pakistan,USA,3c:bf:8d:08:42:37,1/16/2025 16:26,0
d7206770-261,ec90c108,5b801275,2130.373351,Nigeria,UAE,05:3c:40:d5:99:51,1/14/2025 10:26,0
7920e998-db2,ce287776,8120c748,4218.120117,North Korea,Pakistan,f1:cb:c7:c1:02:87,3/21/2025 15:38,0
ce34c197-5d5,de7ba2fa,3aee318f,66.87801524,Nigeria,USA,45:26:cb:cc:83:67,1/29/2025 8:35,0
b144d2ee-5b8,2072eb10,401f580f,3467.490752,Canada,USA,0c:13:92:4e:5a:82,3/17/2025 3:50,0
b8003ded-6f0,250984dc,d0e65027,2676.658032,Nigeria,UK,3c:c2:d7:37:7e:7c,1/3/2025 7:35,0
58febd0d-7e9,ea00f5f0,4ceb474e,2934.726734,UK,UK,00:9b:85:cd:2d:34,1/17/2025 1:15,0
8c645e09-b58,bddea3e4,7d2aa7d6,4593.757353,UK,USA,70:d9:c5:94:11:aa,2/11/2025 4:48,0
5a37791d-586,e84d35c1,f25b0849,937.249656,Canada,Pakistan,a7:25:42:06:aa:01,1/10/2025 22:54,0
19b51e5a-bad,a9efd705,45c9e38d,4594.208699,USA,USA,9f:7a:5d:0e:45:40,2/12/2025 11:15,0
3f3ac2bf-098,97f95c14,b71c11e3,895.0496396,North Korea,Nigeria,33:14:0c:4f:00:db,3/20/2025 14:06,0
ed5f833c-28f,5af39038,b90bbff2,2175.065712,Canada,USA,d1:35:b1:79:dc:55,2/19/2025 2:21,0
92917ea7-a35,1dfed384,a0459f77,198.8696651,Canada,Russia,c9:b4:71:84:44:4b,1/23/2025 20:00,0
81ee264a-2e5,b30dd165,71955500,11912.75734,UAE,Russia,e0:a0:a7:c3:18:34,2/12/2025 21:08,1
c5b6977e-502,4a3a8f58,8314dcd8,2226.865933,USA,UAE,e4:ed:b4:fe:75:ea,3/5/2025 2:31,0
e32102d3-665,c6274209,177d55c8,3664.419702,Canada,North Korea,eb:4b:85:2e:05:d2,2/16/2025 9:22,0
42ed8a5b-0d7,f870efdd,b660ca67,4526.84275,North Korea,Nigeria,8e:d8:0a:ee:ec:ee,1/9/2025 15:14,0
d8ce53e3-741,af9d1706,f1a8cc24,4209.473971,Germany,UK,76:a6:d2:9b:94:2e,2/12/2025 3:24,0
2642b1ee-990,83cfab36,aeb445d6,496.0309625,USA,UK,82:7f:12:3d:64:92,1/20/2025 13:44,0
4bfc4d12-cf1,a7cff1cf,c5deb306,535.2970626,Canada,UK,74:70:92:fc:e4:ce,1/18/2025 13:46,0
763a187d-dd0,1247a747,5eeac196,18371.74262,Nigeria,North Korea,5b:72:5d:ad:74:d7,1/18/2025 14:53,1
8133ac7f-fac,b7aba0b2,bb58fc58,1723.011724,USA,UK,ee:58:57:98:26:49,1/3/2025 18:42,0
76e7d527-404,7b394d79,cc4468e7,791.221486,UK,UK,8d:fa:76:1e:8a:2d,1/20/2025 21:26,0
e6765016-ce5,a53731f8,a63b9f93,1830.501624,UK,Nigeria,8d:2a:ff:11:4d:4c,3/13/2025 6:18,0
d42b7e4b-097,76e79ee9,5f484d00,1121.130542,Canada,Canada,a8:55:18:52:cd:5b,3/5/2025 2:11,0
01809780-273,cd20e820,418ec6b2,4976.775507,Australia,UK,b5:cd:85:6c:c1:09,1/18/2025 23:41,0
818f8b59-597,ff9b6e03,96e069c9,1561.662368,UK,Russia,1c:2d:f9:ff:8e:8f,2/22/2025 14:25,0
b4929bb9-1d5,bb014901,f21d6d9d,4837.244644,Pakistan,Australia,d8:5c:ce:4e:2f:da,2/18/2025 1:59,0
609c417c-6e2,6d958721,c64850ab,3231.318819,USA,Canada,e5:fc:82:c3:96:96,3/10/2025 11:45,0
eac1f2b6-aa4,27b0376e,3cb3c0d5,4766.364734,Germany,UK,55:44:5b:99:64:6d,1/29/2025 1:13,0
fb95d848-b72,9f722b25,1c3be1d8,4390.270795,USA,USA,71:58:7b:c5:65:dd,1/9/2025 21:30,0
7f9e5b56-826,efe5f2dd,5fd5a35b,1170.995674,USA,USA,e2:38:24:08:02:05,2/1/2025 20:25,0
10561f1e-e60,4b340d0f,95491f3c,3533.252632,Pakistan,UK,ba:75:b4:13:b9:3d,3/6/2025 2:41,0
5e38f1a2-aac,0d59bce4,e860ac26,2782.010446,UK,USA,6e:bf:d9:18:88:fb,2/17/2025 4:35,0
41579e0b-4a2,54a3b921,6c2c0533,898.7243678,Nigeria,Germany,ac:46:73:61:73:c6,2/4/2025 11:06,0
50fd6266-18f,8a1d3fb1,bf80f0e4,4292.823364,UK,Pakistan,1d:59:5f:fb:4d:82,1/8/2025 6:43,0
aaa67a1b-fe1,0f5dc76e,a63b5421,3612.870458,Germany,Germany,4b:c2:6e:94:a3:93,2/25/2025 13:07,0
4cf192e9-6d1,97240d1f,14221ec8,3087.555914,UK,UAE,5a:a4:a1:b0:1f:8d,1/1/2025 1:38,0
3096cd38-5cb,2bbe0341,0826de79,4153.496897,North Korea,Canada,c4:49:20:39:44:a8,2/4/2025 4:12,0
7721ab36-c7e,de7cb35b,489e319a,674.6348604,North Korea,Pakistan,05:14:da:86:18:c4,1/31/2025 10:59,0
675c6da1-9c5,3aa26d91,ae006a5f,2599.06521,UK,Nigeria,86:cc:8a:8d:58:ad,2/24/2025 0:09,0
5a016026-e40,2664c707,9058d98b,2302.661888,Russia,Germany,1f:ac:c5:a5:e6:c8,3/4/2025 16:26,0
e5d787d6-711,79c99eae,28d79694,1887.980191,USA,Pakistan,5a:18:cd:99:fc:c2,3/7/2025 1:30,0
92cc552f-358,210a0ba6,4a93b0f1,2187.935693,UK,Australia,78:4a:3a:e9:bc:96,3/15/2025 16:44,0
00904f82-db7,e898b129,4cc02645,2180.757299,UK,UK,c8:ae:05:e8:85:4c,1/5/2025 2:17,0
48bc4225-ff4,ba065350,bd7f5748,803.4701117,Germany,Nigeria,61:f8:b2:4a:c7:76,1/28/2025 5:32,0
c91a0a3d-87e,2521f0e2,d564435e,54.70240779,UK,UK,b6:89:c5:fc:e8:f8,3/13/2025 13:52,0
614fbe34-528,4b43c0ad,c0742273,1591.915354,Canada,UK,91:e3:3d:55:17:05,1/22/2025 4:46,0
d2022657-aa6,3fa5eb05,95d0e0af,2909.092517,Canada,Canada,04:77:4d:c0:95:12,2/10/2025 18:28,0
7bc1550a-6ca,7d9f245b,80f3be77,1211.115163,Australia,USA,57:15:99:0d:2e:08,3/21/2025 21:15,0
f05324ac-77e,6b01e0e5,52faa499,530.8752772,Germany,Nigeria,8d:e0:30:a4:a8:e1,2/10/2025 5:15,0
6ad8d40b-08e,00ffa8e1,9c8415c1,276.3892443,USA,USA,a6:59:72:da:e4:39,3/8/2025 16:54,0
cead794c-66f,73a0538e,3747c5cf,3859.033003,UK,UK,18:87:7a:53:0c:c2,2/15/2025 1:43,0
975add3c-f1c,58136f10,4f7d528c,2833.803798,UK,USA,85:ab:55:af:b2:c4,2/19/2025 17:49,0
c4551a3b-1dd,9e074f49,4a7bb82c,3923.862537,UK,UK,f7:28:10:ca:45:59,3/6/2025 22:01,0
c17a76cf-dd0,b8137712,8c995257,3984.422542,Nigeria,USA,78:f1:4c:7d:62:cc,1/8/2025 23:52,0
5f34245c-fa6,ef3d5b18,a680449a,482.3215043,UAE,UK,9c:70:1a:83:92:f1,3/6/2025 4:11,0
891c41d1-121,e6bef4bc,9bc7191f,620.6133951,Nigeria,USA,cd:23:9a:79:c6:25,2/10/2025 3:49,0
f76c0d5c-41c,94cf6b64,7bf89330,2544.439068,USA,Canada,28:e0:20:0e:56:0e,1/18/2025 3:52,0
016425b7-56f,7ff8458f,674afd81,3536.288363,Canada,North Korea,13:11:0a:28:b8:b9,1/11/2025 13:01,0
6505259d-98a,50e32265,20912c9e,4254.446983,UK,Pakistan,21:1e:73:cb:85:fa,1/11/2025 20:04,0
e405572a-0a8,18477e2d,581446d2,4311.880097,UK,Russia,e1:0f:89:e4:8f:ad,3/18/2025 19:50,0
1d1eb0f4-566,880a4cd8,ebd59012,175.1512899,Australia,North Korea,d5:2f:dc:9e:dd:16,2/7/2025 12:56,0
49a34d0d-a5d,2d49b2c6,49889067,2413.95509,UAE,Canada,dc:5a:4e:7f:70:2a,3/18/2025 5:40,0
ee222c61-b38,bae894db,2d3d17a1,2090.262362,UK,North Korea,f9:c0:7a:5b:ab:b5,1/23/2025 10:23,0
b5cbcdb8-db1,a3a41d6a,db3982d6,3203.67108,Canada,USA,a6:24:e3:e0:50:b0,3/8/2025 9:24,0
8da70921-5cc,ebeb3b3f,0750d3f1,4899.447305,Canada,Australia,30:e4:9a:06:f1:bf,3/4/2025 11:57,0
5e80ad98-317,4d7cee7f,7c6b86be,10143.63763,Pakistan,UAE,44:88:35:23:f7:f8,1/18/2025 20:35,1
5d513448-fad,067bf6c5,5d9d599c,3100.116698,UK,Canada,59:3e:8c:49:14:8b,1/25/2025 11:32,0
003704af-d82,be4aa2ef,8f976441,1568.723843,UAE,UK,37:b9:c8:6a:66:f0,1/17/2025 1:35,0
4c7dd826-a05,7ac8a9d2,6dea9718,4786.528959,Canada,Germany,86:48:11:ee:98:14,1/30/2025 16:35,0
2156899a-f8c,b2d48d76,dcfd7637,2595.942749,Germany,Nigeria,d8:91:0c:61:de:99,3/16/2025 15:11,0
cba98f16-86b,c1ac1ba3,7b6a38a1,96.84927053,Canada,USA,76:cc:25:12:c6:c6,3/7/2025 15:49,0
8db5c4c9-cf2,6b2415c1,aafbc46e,3427.308852,Nigeria,UK,00:08:de:a9:80:71,2/15/2025 3:20,0
75d01829-084,e2fc07ab,af62f93b,1463.388983,UAE,Germany,28:3e:21:03:9b:19,2/9/2025 0:07,0
5092ec05-11b,b8a62829,7ef6ec66,2418.666312,Pakistan,USA,ce:7c:44:51:6a:78,2/9/2025 20:36,0
b431c96a-d47,07e323e3,eec78b06,21084.32134,Pakistan,UAE,00:fb:d3:dd:f3:18,3/3/2025 16:38,1
e5e97f38-04c,30fa7e0f,979f6fe6,347.4953974,USA,Germany,3b:2f:a2:f3:90:bc,2/27/2025 4:25,0
84a98e72-2b1,35f936dd,02b2345a,1497.789761,Pakistan,Canada,ab:0e:0a:1f:f9:d8,1/22/2025 4:11,0
ef3e47f7-5ae,f49d9efc,236f65f7,3514.055003,Nigeria,USA,dd:f3:cb:da:e2:7e,3/14/2025 21:48,0
1cd1ba1f-034,6e8af98d,865e222a,2243.887526,Germany,Canada,89:b1:81:25:1e:08,1/29/2025 17:55,0
3bc2af77-cb9,1a3d526c,048cc733,3333.161801,Pakistan,Canada,9d:9f:3d:1e:ef:b5,1/15/2025 8:45,0
bd6c9f77-0ce,51ec7e3b,2d243d3a,10488.73885,UAE,UAE,fe:2e:01:05:f0:93,3/2/2025 23:51,1
564f1de6-276,e2fa8b9c,c2fc2f30,512.5778884,Canada,UK,5f:01:c6:f7:de:11,1/22/2025 6:11,0
5e3119d4-cdd,92992b02,ea802634,203.9242518,Australia,USA,45:d6:83:69:39:4f,3/21/2025 7:03,0
069ae21c-94e,20929787,6281515c,2891.035027,Canada,North Korea,0a:b8:7a:48:ab:b7,1/11/2025 22:05,0
b6ad0e71-476,bed710d9,d9929e32,4814.658801,USA,UK,d4:f5:02:24:61:e4,2/3/2025 13:50,0
c737664e-559,d45df3b9,f60c3db4,2752.927665,Nigeria,UK,54:0b:c3:c7:3e:d8,3/8/2025 2:32,0
d3d9c701-46d,281e136e,84743638,1890.331224,Germany,Australia,2e:60:93:8d:16:c0,2/23/2025 7:16,0
47d956f1-8e2,b76781ae,59191191,1906.844573,UAE,Canada,5b:88:04:cb:8e:d2,1/8/2025 16:35,0
b24a441b-d95,3853f9c2,c2947e2a,1939.348806,USA,North Korea,f4:71:56:e7:49:6b,1/13/2025 12:22,0
f69ef773-a53,59c91b6a,86e1b4b5,3768.807107,UK,UK,35:8a:41:ac:a3:30,1/27/2025 0:50,0
b0092dd8-0c2,d55f1e63,ac9191f4,1820.239659,Pakistan,Germany,c6:a3:e4:8b:bb:28,1/29/2025 4:13,0
68f43d83-5e4,fe8b91b1,acc3c951,3602.038588,USA,UK,d3:a8:49:4b:6d:19,3/20/2025 5:47,0
1b66c5b6-d58,95bb94af,b4dd6d55,1097.439823,North Korea,Nigeria,41:46:40:9a:31:29,1/19/2025 14:07,0
dc2a445a-86e,83a35343,b44d093d,1074.253701,UK,UK,5d:5a:2e:ca:6b:09,1/30/2025 16:20,0
87e3ae67-72d,f42ba109,e5618b8c,577.0396661,UK,Germany,ec:d7:79:d8:09:f9,1/3/2025 19:31,0
b0990f4e-31b,269386cc,955b3736,2338.995967,North Korea,UK,3f:55:da:b7:24:6b,3/15/2025 17:05,0
cb69272e-bbc,0d047ea5,37e2a886,432.1619981,Australia,Canada,09:09:bc:62:29:87,1/19/2025 20:28,0
f2e962aa-a05,9cfaaa2d,6ba233a9,14738.27492,Russia,Nigeria,a2:60:77:a1:ce:d7,3/7/2025 14:17,1
9824ecd9-242,40d855e6,646d34a2,3716.720923,North Korea,UK,61:c7:06:d0:2b:30,2/7/2025 4:57,0
8c7fa53c-51e,11dd3889,0ea317fe,19367.42201,Nigeria,North Korea,00:9d:6d:fb:cf:f8,1/17/2025 14:59,1
b2181fdc-70d,132c2731,e4347f0e,949.542586,UK,USA,4b:42:cc:72:68:75,1/5/2025 2:29,0
f81c6024-81c,a8ca3c40,858ca0df,3142.34524,USA,Germany,d2:1a:65:d5:91:d0,1/23/2025 10:22,0
aa4d5736-922,889f72aa,87dae5b9,1438.2325,Germany,USA,d1:a0:b5:a7:27:a8,3/16/2025 13:44,0
